"date_value","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Drug Possession","Drug Sales","DUI","All Other Offenses"
2015-02-18,11,8,13,9,27,13,4,0,0,0,1,17,2,2,14,72,4,26
2015-02-19,0,0,17,20,22,14,4,0,0,0,0,8,15,1,7,70,4,64
2015-02-20,0,34,38,11,22,6,4,6,0,0,0,10,4,2,9,56,1,35
2015-02-23,0,10,13,7,31,15,0,4,0,0,1,9,1,1,8,17,23,30
2015-02-24,0,0,0,12,22,10,3,10,0,0,0,24,2,12,6,121,10,35
2015-02-25,0,5,32,5,0,12,21,0,0,0,7,14,6,2,10,69,9,71
2015-02-26,0,6,10,0,8,2,8,3,0,0,0,3,3,11,0,44,12,50
2015-02-27,0,0,0,10,13,27,10,0,0,0,0,2,9,7,8,36,2,57
2015-03-02,0,10,22,8,25,21,5,6,0,0,1,10,0,0,12,17,13,20
2015-03-03,0,0,16,0,16,22,3,0,0,0,0,13,0,0,7,47,6,47
2015-03-04,0,0,8,14,0,13,7,0,0,0,0,8,4,3,14,60,5,43
2015-03-06,15,23,18,0,12,0,8,4,0,0,2,3,3,0,22,40,3,51
2015-03-09,0,0,9,3,17,8,0,0,0,0,0,2,3,0,7,17,14,43
2015-03-10,0,5,5,15,7,17,17,0,0,0,3,10,0,0,4,45,7,40
2015-03-11,8,0,0,5,2,0,0,1,0,0,4,14,0,8,11,59,8,23
2015-03-12,6,0,0,13,1,7,0,4,0,0,0,12,7,0,10,72,9,63
2015-03-13,0,0,28,10,7,2,0,0,0,0,6,11,1,0,8,29,8,29
2015-03-16,0,3,0,4,7,13,23,3,0,0,9,14,5,3,21,23,13,33
2015-03-17,10,0,8,10,0,28,7,4,0,0,4,26,7,0,13,71,2,56
2015-03-18,18,0,3,12,0,3,3,4,0,0,4,6,1,2,5,81,4,32
2015-03-19,0,0,10,15,0,17,20,0,0,3,0,13,0,0,3,34,4,51
2015-03-20,0,0,3,0,0,15,5,0,0,0,7,8,0,4,13,20,0,26
2015-03-23,0,0,6,2,0,3,0,0,0,0,2,4,5,7,7,49,25,26
2015-03-24,1,7,2,8,13,8,29,0,0,0,0,26,2,0,13,77,3,49
2015-03-25,0,0,0,0,1,8,9,0,0,0,3,13,9,10,3,78,12,35
2015-03-26,14,0,19,18,27,15,9,0,0,0,0,13,7,0,7,63,12,32
2015-03-27,8,0,0,2,21,0,11,4,0,0,2,14,1,0,11,34,1,41
2015-03-30,0,6,46,13,0,15,14,0,0,0,0,16,2,2,11,60,22,24
2015-03-31,0,0,10,5,28,29,9,0,0,0,0,5,1,3,7,62,6,91
2015-04-01,33,8,5,9,6,14,9,0,0,0,6,1,0,6,9,79,3,54
2015-04-02,3,0,10,17,29,3,16,0,0,0,0,12,0,1,6,45,9,41
2015-04-06,11,0,9,12,14,12,0,0,0,0,2,17,3,0,22,43,7,46
2015-04-07,17,0,6,2,12,16,13,0,0,0,2,11,0,5,7,92,10,66
2015-04-08,0,0,2,14,31,6,5,0,0,0,0,10,0,0,20,86,9,53
2015-04-09,0,0,23,21,0,46,14,0,0,0,0,0,4,19,5,63,19,39
2015-04-10,10,0,0,4,16,25,0,0,0,0,3,12,3,2,5,57,8,63
2015-04-13,0,17,20,0,0,11,4,10,0,0,0,10,6,0,11,92,10,45
2015-04-14,0,0,5,3,37,19,0,3,0,0,0,11,0,7,12,70,15,71
2015-04-15,0,0,0,5,18,14,17,4,0,0,6,14,12,4,16,70,5,41
2015-04-16,24,0,44,8,7,8,9,0,0,0,9,10,2,3,13,75,19,33
2015-04-17,5,0,69,2,20,2,5,0,0,0,5,1,10,2,12,40,0,40
2015-04-20,15,5,16,4,3,17,2,7,0,0,1,9,0,9,21,51,10,70
2015-04-21,0,0,0,13,58,4,16,0,0,0,0,14,6,20,10,84,9,39
2015-04-22,0,0,28,3,4,1,7,0,0,0,0,7,4,0,8,57,7,60
2015-04-23,0,5,6,0,6,21,4,5,0,0,1,1,6,0,4,53,7,58
2015-04-24,5,0,26,0,21,15,4,0,0,0,0,6,0,4,14,59,5,61
2015-04-27,31,0,7,12,12,3,6,9,0,0,0,8,7,1,12,47,22,56
2015-04-28,0,0,0,8,4,13,25,5,0,0,0,5,7,0,28,77,6,66
2015-04-29,0,0,5,15,23,18,15,6,0,7,0,11,0,3,18,55,18,60
2015-04-30,0,8,4,10,0,25,26,4,0,0,0,9,14,0,6,78,1,44
2015-05-01,3,0,10,8,0,2,15,0,0,0,5,3,0,0,5,51,1,41
2015-05-04,0,14,0,9,11,20,9,0,0,0,2,6,1,18,26,38,11,33
2015-05-05,13,7,1,10,6,2,4,0,0,0,0,0,0,0,4,36,13,59
2015-05-06,0,2,0,3,7,11,28,0,0,1,4,6,6,4,3,75,2,37
2015-05-07,3,0,3,3,0,10,22,0,0,0,0,3,0,0,15,67,3,38
2015-05-08,0,0,46,0,14,16,0,0,0,0,0,0,6,4,5,23,0,63
2015-05-11,0,11,13,11,19,12,0,0,0,0,3,6,3,2,12,72,16,23
2015-05-12,12,16,4,16,18,7,3,0,0,0,2,12,1,0,7,51,16,38
2015-05-13,0,0,6,20,0,3,6,6,0,0,1,22,9,0,5,50,12,29
2015-05-14,0,5,29,8,8,10,13,0,0,0,6,7,0,9,6,48,8,24
2015-05-15,6,0,18,0,0,10,6,1,0,3,1,9,5,0,4,27,6,56
2015-05-18,0,6,5,10,4,26,0,2,0,0,0,2,5,4,20,56,15,77
2015-05-19,0,5,0,8,4,22,12,0,0,0,1,12,3,11,12,79,5,41
2015-05-20,0,0,4,5,3,0,3,0,0,0,1,22,4,0,9,66,5,93
2015-05-21,0,0,16,7,0,4,17,6,0,0,0,10,0,3,5,74,8,37
2015-05-22,0,6,5,2,10,13,3,0,0,0,2,2,0,1,18,19,2,20
2015-05-26,0,22,0,3,5,1,1,0,0,0,3,4,3,0,15,53,2,35
2015-05-27,33,0,0,9,0,21,8,4,0,0,2,14,5,4,12,77,3,64
2015-05-28,3,0,15,3,14,19,6,11,0,0,0,6,8,0,4,68,16,44
2015-05-29,0,0,27,3,9,0,10,0,0,0,5,1,0,0,9,21,1,23
2015-06-01,0,0,12,0,12,20,0,2,0,0,0,10,3,0,11,44,19,53
2015-06-02,0,14,12,0,10,4,2,5,0,0,0,14,13,6,8,91,13,83
2015-06-03,8,10,8,19,16,13,11,8,0,0,5,8,2,3,16,91,9,39
2015-06-04,0,0,14,6,9,8,14,3,0,0,0,8,0,1,4,42,28,32
2015-06-05,0,0,5,4,0,12,0,0,0,0,0,1,0,0,7,11,4,10
2015-06-08,21,18,8,19,10,18,1,0,0,0,0,9,0,0,7,43,8,25
2015-06-09,0,0,7,8,34,3,10,0,0,0,3,2,0,5,16,62,20,33
2015-06-10,6,0,11,15,20,7,11,0,0,2,1,9,2,6,10,63,3,37
2015-06-11,8,10,8,4,4,2,3,0,0,0,7,9,0,6,3,39,8,25
2015-06-12,8,18,0,0,18,7,10,0,0,0,0,4,3,0,9,29,2,68
2015-06-15,4,21,14,0,9,19,10,0,0,2,0,3,22,0,5,42,23,17
2015-06-16,2,0,11,0,0,14,4,0,0,0,3,19,3,5,16,57,4,55
2015-06-17,0,29,5,4,10,15,10,0,0,0,1,0,2,8,15,47,20,61
2015-06-18,0,0,14,10,5,22,5,0,0,0,0,8,6,0,11,43,24,67
2015-06-19,3,0,5,10,7,2,13,0,0,5,0,1,8,0,9,70,9,37
2015-06-22,15,0,6,4,6,16,5,4,0,0,2,18,7,5,22,90,17,50
2015-06-23,28,0,55,2,5,26,0,0,0,0,1,19,0,0,17,85,8,65
2015-06-24,0,0,2,0,6,6,5,0,0,0,0,30,13,4,13,57,19,58
2015-06-25,0,0,19,5,23,28,10,0,0,0,2,8,0,4,1,151,11,53
2015-06-26,10,6,17,9,12,19,7,0,0,0,1,10,2,1,14,57,10,41
2015-06-29,8,9,27,11,3,14,5,0,0,0,1,15,3,0,24,34,19,55
2015-06-30,0,17,5,8,10,5,29,0,0,0,6,20,1,5,9,78,16,39
2015-07-01,6,22,0,14,0,12,0,12,0,0,0,4,2,0,9,48,9,32
2015-07-02,0,14,4,0,0,8,0,0,0,0,8,0,2,0,7,11,10,37
2015-07-06,1,0,0,9,8,14,2,0,0,0,2,11,0,3,6,11,7,37
2015-07-07,0,0,33,7,33,8,6,0,0,0,0,6,3,7,20,53,7,40
2015-07-08,0,0,12,4,10,9,10,1,0,0,2,14,7,0,19,57,17,45
2015-07-09,4,7,3,4,12,1,3,13,0,0,0,18,0,7,2,87,10,33
2015-07-10,16,23,5,9,1,36,1,0,0,0,2,3,0,5,11,12,3,63
2015-07-13,0,7,8,11,2,30,5,0,0,0,5,20,7,2,7,31,13,47
2015-07-14,0,0,34,0,4,10,10,0,0,0,0,10,3,2,9,83,7,47
2015-07-15,0,0,10,23,2,12,11,0,0,0,0,17,1,4,9,80,1,27
2015-07-16,0,0,23,3,0,20,0,0,0,0,1,9,0,2,3,88,8,42
2015-07-17,0,6,32,12,3,0,3,0,0,0,0,0,6,0,17,44,7,53
2015-07-20,0,3,9,2,0,22,0,6,0,0,5,8,0,5,26,65,9,55
2015-07-21,0,0,11,25,21,2,40,0,0,0,3,23,6,0,11,95,2,71
2015-07-22,0,0,0,9,5,4,31,5,0,0,0,19,1,0,21,89,5,16
2015-07-23,0,0,0,16,20,4,4,0,0,0,0,9,13,0,2,43,15,36
2015-07-24,0,6,9,6,0,7,0,0,0,0,1,9,1,0,6,11,3,12
2015-07-27,10,9,25,5,12,6,20,0,0,0,0,15,1,1,12,53,21,44
2015-07-28,0,0,0,10,13,21,0,0,0,0,0,8,1,0,5,43,17,55
2015-07-29,5,0,19,0,0,0,12,4,0,0,1,12,0,3,5,35,3,32
2015-07-30,0,0,17,8,3,9,8,5,0,0,0,0,7,0,2,49,9,18
2015-07-31,0,7,31,0,0,9,0,6,0,0,1,3,2,3,4,34,12,38
2015-08-03,0,0,25,8,0,10,6,9,0,0,1,9,3,12,12,43,18,24
2015-08-04,0,0,23,13,6,7,0,5,0,0,1,8,3,9,5,79,13,57
2015-08-05,24,0,13,6,0,14,10,5,0,2,0,1,4,4,12,42,6,54
2015-08-06,0,2,7,4,3,26,6,9,0,2,2,6,4,0,7,46,8,50
2015-08-07,6,3,11,10,29,7,14,0,0,0,0,10,0,0,9,38,3,47
2015-08-10,0,0,0,2,27,10,1,0,0,0,0,7,4,0,10,13,7,73
2015-08-11,0,0,5,3,0,12,7,0,0,0,0,6,5,0,21,77,15,36
2015-08-12,0,0,6,0,5,11,8,4,0,0,0,4,6,0,11,59,7,19
2015-08-13,0,14,11,6,15,8,26,13,0,0,1,6,0,4,3,36,5,23
2015-08-14,9,7,6,0,7,0,0,0,0,0,2,4,0,0,10,17,6,19
2015-08-17,20,8,0,2,0,16,2,0,0,0,0,4,4,4,7,24,22,69
2015-08-18,3,0,0,8,13,2,7,0,0,0,0,19,0,0,6,72,6,52
2015-08-19,0,0,0,8,19,20,5,0,0,0,6,25,4,12,2,93,0,38
2015-08-20,10,0,0,21,11,6,27,0,0,0,0,0,5,0,5,63,6,67
2015-08-21,13,17,9,5,10,9,10,0,0,0,1,5,3,9,7,35,11,34
2015-08-24,0,0,12,5,0,9,2,6,0,0,0,4,1,3,9,46,0,56
2015-08-25,0,15,0,4,0,4,20,0,0,0,0,16,0,0,9,52,12,30
2015-08-26,0,0,0,12,0,1,8,8,0,0,1,8,2,8,9,41,6,18
2015-08-27,0,0,15,6,10,10,2,0,0,0,0,22,6,0,14,45,6,48
2015-08-28,0,10,9,0,2,0,0,0,0,2,2,5,0,7,9,37,8,15
2015-08-31,2,0,39,9,14,15,10,0,0,0,0,5,3,1,12,18,20,46
2015-09-01,0,0,0,12,0,0,14,6,0,0,2,4,5,9,9,25,6,28
2015-09-02,0,0,19,15,6,3,3,3,0,0,1,13,5,8,11,55,1,38
2015-09-03,9,0,10,4,0,5,12,0,0,0,0,17,7,11,14,37,11,48
2015-09-04,4,9,11,8,19,2,7,0,0,3,0,14,3,4,13,44,2,41
2015-09-08,0,6,9,3,6,17,4,0,0,4,0,8,2,4,8,37,1,60
2015-09-09,0,0,14,11,23,3,0,0,0,0,3,4,7,1,5,66,5,36
2015-09-10,3,0,13,19,9,3,0,0,0,0,0,9,2,0,8,57,16,31
2015-09-11,0,15,0,0,0,6,5,0,0,0,1,1,3,0,5,30,9,43
2015-09-14,12,12,0,5,12,0,6,6,0,0,1,11,1,6,10,31,9,31
2015-09-15,9,0,0,7,4,11,10,0,0,0,0,1,3,6,11,42,9,49
2015-09-16,0,0,12,6,0,11,11,0,0,0,0,17,11,15,4,105,2,39
2015-09-17,0,2,17,19,6,3,9,4,0,0,0,9,12,7,7,70,8,65
2015-09-18,5,10,29,0,20,20,8,0,0,0,2,1,1,10,8,66,6,40
2015-09-21,0,0,45,4,13,2,13,13,0,0,8,14,0,0,9,49,11,40
2015-09-22,6,7,16,4,0,2,18,0,0,0,1,17,1,9,15,66,10,58
2015-09-29,0,0,0,16,37,6,17,0,0,0,3,13,4,0,9,42,11,32
2015-09-30,0,5,6,38,16,13,7,5,0,0,0,9,10,7,9,47,8,48
2015-10-01,15,6,27,17,14,17,9,3,0,0,2,4,0,16,11,51,20,82
2015-10-02,0,16,15,4,10,30,12,5,0,0,2,7,7,5,16,46,7,50
2015-10-05,4,4,17,0,4,28,4,0,0,3,0,8,4,7,7,43,10,44
2015-10-06,0,0,34,0,11,24,0,0,0,0,6,4,0,0,7,38,13,67
2015-10-07,0,0,5,5,0,11,21,17,0,0,5,2,15,1,6,40,18,47
2015-10-08,15,0,15,9,15,11,2,9,0,0,0,6,0,7,9,56,4,12
2015-10-09,3,14,4,4,9,3,2,0,0,0,0,2,0,3,8,28,0,68
2015-10-13,3,12,13,14,20,17,18,3,0,0,0,6,0,9,8,34,21,54
2015-10-14,0,0,16,22,21,5,13,4,0,0,2,16,2,2,22,70,19,54
2015-10-15,5,6,6,25,6,33,0,5,0,0,0,12,0,3,12,55,9,48
2015-10-16,0,0,0,5,0,5,0,0,0,0,6,11,0,0,15,30,9,12
2015-10-19,0,5,18,11,15,2,0,0,0,0,5,12,26,7,9,63,5,64
2015-10-20,0,2,6,16,12,12,8,0,0,0,0,0,12,2,9,27,14,60
2015-10-21,0,0,11,4,5,14,21,4,0,0,4,10,6,0,9,104,12,63
2015-10-22,0,0,15,0,27,7,14,0,0,0,2,3,5,0,5,48,8,66
2015-10-23,0,0,0,6,0,10,5,0,0,0,1,1,6,0,9,41,5,48
2015-10-26,0,8,31,0,10,5,0,0,0,0,0,11,10,0,14,56,3,64
2015-10-27,0,0,14,0,0,14,0,0,0,0,3,0,0,5,11,42,3,19
2015-10-28,0,0,12,8,3,9,0,0,0,0,6,24,2,8,12,67,5,85
2015-10-29,0,0,12,4,8,13,0,4,0,0,1,11,5,0,1,69,1,38
2015-10-30,0,0,27,8,2,28,2,0,0,0,0,11,4,5,9,76,9,39
2015-11-02,3,7,18,29,21,17,28,0,0,0,1,17,8,7,11,78,6,35
2015-11-03,0,0,5,9,0,25,11,0,0,0,4,16,4,0,6,81,3,40
2015-11-04,0,0,6,8,3,2,19,0,0,0,2,29,11,0,10,87,4,27
2015-11-05,0,0,23,12,4,5,12,0,0,0,10,13,9,5,4,38,0,41
2015-11-06,9,41,7,10,4,15,0,0,0,0,3,9,0,0,8,34,0,37
2015-11-09,0,0,6,1,32,28,0,0,0,0,1,15,7,0,6,90,5,46
2015-11-10,3,14,2,6,0,23,0,3,0,0,3,3,7,5,27,66,21,55
2015-11-12,0,0,7,13,0,11,6,0,0,0,0,10,0,2,4,75,10,22
2015-11-13,17,0,19,0,7,9,2,0,0,0,7,2,0,3,12,24,1,32
2015-11-16,12,9,19,0,11,16,11,3,0,1,7,13,16,3,10,43,12,36
2015-11-17,0,30,12,0,0,7,9,4,0,0,0,18,11,0,9,72,8,54
2015-11-18,4,0,0,26,4,4,14,0,0,0,0,21,8,0,13,64,7,39
2015-11-19,0,12,14,11,0,15,0,5,0,0,0,5,1,9,11,46,4,24
2015-11-20,14,0,17,1,2,15,5,4,0,0,11,2,1,7,15,85,2,40
2015-11-23,0,13,0,10,24,8,6,0,0,0,0,9,1,5,11,41,10,38
2015-11-24,14,8,15,5,12,7,15,0,0,0,5,5,3,4,10,15,5,35
2015-11-25,0,0,6,4,1,5,4,5,0,0,0,9,1,4,9,36,2,22
2015-11-30,8,0,13,16,15,4,1,1,0,0,0,6,2,0,12,63,9,16
2015-12-01,0,0,2,10,6,18,8,7,0,0,2,16,1,7,6,57,8,35
2015-12-02,3,0,0,12,7,15,24,8,0,0,3,9,5,0,9,67,14,86
2015-12-03,25,14,9,13,0,10,20,0,0,0,0,8,14,0,5,72,12,74
2015-12-04,0,9,8,0,16,4,14,0,0,0,3,3,0,0,6,17,3,62
2015-12-07,0,0,56,16,9,21,9,0,0,0,2,9,2,0,4,65,12,30
2015-12-08,0,5,12,7,15,47,16,0,0,0,0,3,0,5,19,61,15,51
2015-12-09,0,0,8,3,0,7,9,0,0,0,0,8,2,15,2,52,8,27
2015-12-10,0,17,1,0,3,8,6,6,0,0,0,5,0,12,9,35,7,57
2015-12-11,0,17,5,5,11,18,20,5,0,0,2,5,0,0,9,29,1,79
2015-12-14,0,0,32,19,16,12,0,0,0,0,3,12,0,8,9,75,10,44
2015-12-15,0,0,0,4,0,32,6,0,0,0,0,8,5,5,16,103,10,69
2015-12-16,0,0,30,23,17,23,22,0,0,0,0,7,8,2,11,80,16,31
2015-12-17,0,0,5,18,4,8,12,0,0,0,0,8,2,0,10,50,16,39
2015-12-18,0,0,7,21,21,24,5,8,0,1,1,9,7,0,16,45,7,59
2015-12-21,0,0,11,0,6,0,13,9,0,0,5,10,4,14,16,39,7,21
2015-12-22,2,0,14,19,9,17,5,6,0,4,2,5,8,6,5,17,1,58
2015-12-23,0,0,6,4,0,8,0,4,0,0,0,9,0,4,9,33,9,12
2015-12-24,0,0,0,0,0,0,6,0,0,0,0,0,4,0,1,9,2,1
2015-12-28,0,0,0,5,0,0,0,0,0,0,4,17,0,0,7,5,5,24
2015-12-29,0,0,0,3,0,9,3,0,0,0,0,12,0,4,5,20,6,22
2015-12-30,0,8,0,0,1,2,16,8,0,0,0,0,0,10,9,16,7,37
2015-12-31,0,0,0,0,0,11,0,4,0,0,0,5,0,0,2,6,0,16
2016-01-04,0,0,11,3,2,5,0,1,0,0,0,4,0,0,6,32,0,23
2016-01-05,6,0,0,13,5,22,9,24,0,0,3,1,0,2,2,50,3,49
2016-01-06,0,0,6,7,2,9,0,0,0,0,8,14,0,2,13,35,11,51
2016-01-07,0,5,7,6,6,18,7,0,0,0,0,16,0,5,8,49,1,35
2016-01-08,5,20,10,6,0,14,0,0,0,0,6,6,0,0,13,30,4,38
2016-01-11,20,3,37,20,22,27,11,0,0,0,9,7,10,0,16,58,0,34
2016-01-12,0,0,4,9,21,11,0,0,0,0,5,5,5,4,14,33,11,45
2016-01-13,0,0,8,7,12,3,8,6,0,0,10,16,13,3,10,39,1,27
2016-01-14,5,0,0,7,10,20,13,0,0,0,0,16,2,4,10,39,6,72
2016-01-15,0,0,27,16,32,68,3,3,0,0,2,6,2,0,7,40,5,39
2016-01-19,14,0,0,12,14,25,10,6,0,0,0,17,8,0,9,48,14,79
2016-01-20,1,0,7,7,15,6,5,0,0,0,2,11,2,9,10,51,15,34
2016-01-21,0,0,7,13,1,10,2,4,0,0,0,14,0,0,10,57,7,33
2016-01-22,2,9,0,6,9,11,0,0,0,0,2,2,3,0,1,49,2,33
2016-01-25,5,14,10,0,17,2,6,2,0,0,0,9,4,0,12,27,6,41
2016-01-26,0,0,18,9,9,28,3,13,0,0,0,14,15,5,6,60,1,15
2016-01-27,0,8,26,13,12,4,5,0,0,0,1,4,7,6,10,57,9,40
2016-01-28,0,6,9,16,19,24,0,5,0,0,0,3,0,0,10,31,2,43
2016-01-29,0,0,26,14,12,24,9,0,0,0,9,5,0,2,10,10,3,27
2016-02-01,0,6,0,7,5,8,3,5,0,0,1,4,3,0,9,32,25,11
2016-02-02,0,21,0,3,8,9,7,9,0,4,0,4,0,10,5,46,4,30
2016-02-03,0,0,13,1,4,8,0,4,0,0,2,12,0,0,12,42,16,39
2016-02-04,0,0,15,17,0,14,20,9,0,0,0,12,0,2,6,39,0,18
2016-02-05,16,7,15,5,24,33,4,3,0,0,0,3,0,1,7,10,0,50
2016-02-08,23,0,1,10,8,25,3,0,0,0,6,10,7,4,5,45,11,57
2016-02-09,0,11,0,8,0,13,0,0,0,5,0,16,2,11,8,39,3,30
2016-02-10,0,0,8,19,10,7,1,0,0,0,0,13,0,0,9,49,2,26
2016-02-11,13,16,16,15,7,12,5,0,0,0,1,18,5,0,3,47,6,27
2016-02-12,25,0,18,2,10,15,0,0,0,0,2,3,0,0,4,41,2,39
2016-02-16,12,0,5,3,4,13,0,0,0,0,0,2,1,0,16,35,7,42
2016-02-17,0,17,42,0,12,0,11,4,0,0,2,2,6,6,8,48,7,24
2016-02-18,0,0,9,10,0,12,0,0,0,0,0,12,2,0,7,66,2,53
2016-02-19,8,0,46,4,12,20,4,0,0,0,4,4,6,1,15,59,5,45
2016-02-22,0,3,11,6,11,34,4,6,5,4,2,8,4,8,13,80,8,54
2016-02-23,0,0,14,23,0,1,8,11,0,0,1,0,6,22,14,78,7,66
2016-02-24,0,15,12,7,0,9,5,3,0,0,0,17,10,4,7,70,2,48
2016-02-25,0,0,0,3,0,7,2,0,0,0,0,6,3,0,5,29,1,22
2016-02-26,0,0,0,9,16,8,4,0,0,0,0,8,3,0,13,28,1,12
2016-02-29,0,18,51,25,9,3,0,3,0,0,0,10,0,5,17,41,22,26
2016-03-01,0,5,16,36,10,10,2,19,0,0,0,7,0,9,14,59,2,52
2016-03-02,0,4,2,2,0,9,9,4,0,0,0,9,8,6,17,43,8,34
2016-03-03,2,0,0,7,16,0,8,5,0,0,1,20,0,9,7,49,3,27
2016-03-04,3,2,16,3,6,25,16,0,0,0,1,6,6,5,8,73,11,73
2016-03-07,0,5,0,23,19,1,5,3,0,0,4,1,3,0,7,38,10,28
2016-03-08,0,0,0,0,19,12,11,0,0,0,1,6,9,4,14,52,6,25
2016-03-09,0,0,10,9,2,8,4,0,0,0,0,1,0,0,11,45,7,21
2016-03-10,0,0,19,9,17,14,4,4,0,0,0,22,6,4,19,36,10,48
2016-03-11,0,0,4,14,13,53,0,4,0,0,1,6,0,0,5,38,6,40
2016-03-14,5,5,14,29,6,6,13,0,0,0,1,11,1,5,4,53,15,31
2016-03-15,2,5,0,5,0,6,10,0,0,0,0,12,1,0,7,80,4,37
2016-03-16,0,0,10,12,2,23,5,0,0,0,0,5,0,0,11,36,4,35
2016-03-17,0,0,2,12,4,2,7,0,0,0,1,12,7,4,10,17,5,27
2016-03-18,22,13,14,0,22,4,8,0,0,0,1,5,2,0,5,49,2,59
2016-03-21,0,0,10,11,11,4,13,0,0,0,0,8,0,0,9,36,13,26
2016-03-22,2,10,0,7,2,15,0,5,0,0,0,1,4,0,7,50,1,27
2016-03-23,0,10,10,4,6,6,4,0,0,0,1,17,0,0,12,35,11,22
2016-03-24,0,0,4,2,27,10,10,0,0,0,0,7,2,0,8,27,8,32
2016-03-28,2,0,6,10,23,18,0,0,0,0,2,9,0,4,11,37,0,31
2016-03-29,0,4,21,5,11,18,1,5,0,0,3,29,0,9,6,50,4,39
2016-03-30,0,5,3,14,0,17,4,0,0,0,0,5,9,0,11,34,4,41
2016-03-31,3,0,4,9,11,9,14,0,0,0,0,6,3,9,1,83,3,56
2016-04-01,9,5,7,9,12,9,5,0,0,0,0,4,1,1,13,93,0,46
2016-04-04,0,0,2,10,7,7,11,0,0,0,0,9,6,0,8,49,8,28
2016-04-05,0,11,16,0,13,18,0,0,0,0,0,2,2,16,14,40,9,21
2016-04-06,0,0,19,4,16,0,8,8,0,0,1,6,0,0,2,23,3,91
2016-04-07,0,0,3,20,9,9,5,7,0,0,0,11,11,0,4,22,5,46
2016-04-08,2,0,21,10,6,17,7,0,0,1,4,8,5,4,3,54,12,93
2016-04-11,29,0,12,18,16,18,0,4,0,0,0,4,4,4,7,38,22,25
2016-04-12,2,30,7,0,46,10,0,5,0,0,3,7,16,5,16,54,5,12
2016-04-13,0,0,5,1,1,14,4,3,0,0,5,9,3,0,7,56,7,37
2016-04-14,11,0,10,0,5,31,9,0,0,0,0,10,0,0,4,65,13,40
2016-04-15,0,0,17,11,30,12,4,0,0,0,1,8,0,0,12,66,8,61
